X,Y,OBJECTID,FULLNAME,NAME,ENTRANCENAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,VEHICLEENTRANCE,GREENWAYENTRANCE,PEDESTRIANENTRANCE,PARKINGSTREET,PARKINGLOT,CAMPING
2028834.63401946,716872.789543554,51,Apex Nature Park (Seymour Athletic Fields) - Evans Rd Entrance,Apex Nature Park (Seymour Athletic Fields),Evans Rd Entrance,Seymour Athletic Fields,,Town of Apex,2500 Evans Road,2600 Evan Road,https://www.apexnc.org/800/Nature-Park-Seymour-Athletic-Fields,,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,35.719409,-78.903012,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2115783.2645838,733603.137972564,52,Apollo Heights Park - Greenway Entrance,Apollo Heights Park,Greenway Entrance,Ralph Campbell,,City of Raleigh,"756 Lunar Dr, Raleigh, NC","756 Lunar Dr, Raleigh, NC",https://raleighnc.gov/places/apollo-heights-park,919-250-2757,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,35.76490479,-78.60924111,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2116034.24997422,733650.875081807,53,Apollo Heights Park - Lunar Dr Entrance,Apollo Heights Park,Lunar Dr Entrance,Ralph Campbell,,City of Raleigh,"756 Lunar Dr, Raleigh, NC","756 Lunar Dr, Raleigh, NC",https://raleighnc.gov/places/apollo-heights-park,919-250-2757,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,35.76490479,-78.60924111,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2098255.70810355,786368.218137726,54,Baileywick Road Park - Baileywick Rd Entrance,Baileywick Road Park,Baileywick Rd Entrance,,,City of Raleigh,"9501 Baileywick Rd, Raleigh, NC","9501 Baileywick Rd, Raleigh, NC",https://raleighnc.gov/places/baileywick-park,919-870-2911,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.90794866,-78.66854873,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2097854.02025864,783468.751495734,55,Baileywick Road Park - Greenway Entrance,Baileywick Road Park,Greenway Entrance,,,City of Raleigh,"9501 Baileywick Rd, Raleigh, NC","9501 Baileywick Rd, Raleigh, NC",https://raleighnc.gov/places/baileywick-park,919-870-2911,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.90794866,-78.66854873,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2097859.11801746,783908.575091138,56,Baileywick Road Park - Greenway Entrance,Baileywick Road Park,Greenway Entrance,,,City of Raleigh,"9501 Baileywick Rd, Raleigh, NC","9501 Baileywick Rd, Raleigh, NC",https://raleighnc.gov/places/baileywick-park,919-870-2911,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.90794866,-78.66854873,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2067127.67455922,678017.233724639,57,Ballentine School Park - N McLaurin Ln Entrance,Ballentine School Park,N McLaurin Ln Entrance,,,Town of Fuquay-Varina,"1651 North McLaurin Lane, Fuquay-Varina, NC","1651 North McLaurin Lane, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/ballentine-school-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.613611,-78.772477,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2066791.55055955,677966.457907557,58,Ballentine School Park - Pedestrian Entrance,Ballentine School Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"1651 North McLaurin Lane, Fuquay-Varina, NC","1651 North McLaurin Lane, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/ballentine-school-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.613611,-78.772477,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2067701.60090481,678289.393285304,59,Ballentine School Park - Pedestrian Entrance,Ballentine School Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"1651 North McLaurin Lane, Fuquay-Varina, NC","1651 North McLaurin Lane, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/ballentine-school-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.613611,-78.772477,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2066841.20137888,678739.732935816,60,Ballentine School Park - Pedestrian Entrance,Ballentine School Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"1651 North McLaurin Lane, Fuquay-Varina, NC","1651 North McLaurin Lane, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/ballentine-school-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,35.613611,-78.772477,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2086156.66340405,685447.442289397,61,Banks Road Fields - Chambers Rd Entrance,Banks Road Fields,Chambers Rd Entrance,,,Town of Fuquay-Varina,"10225 Chambers Road, Fuquay-Varina, NC","10225 Chambers Road, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/banks-road.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.633254,-78.7099589999999,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2131910.26415388,721338.745506644,62,Barwell Road Park - Barwell Rd Entrance,Barwell Road Park,Barwell Rd Entrance,,,City of Raleigh,"3935 Barwell Rd, Raleigh, NC","3935 Barwell Rd, Raleigh, NC",https://raleighnc.gov/places/barwell-road-park,919-329-5994,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,35.73047898,-78.55148342,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2132116.74897714,721940.791874722,63,Barwell Road Park - Barwell Rd Entrance,Barwell Road Park,Barwell Rd Entrance,,,City of Raleigh,"3935 Barwell Rd, Raleigh, NC","3935 Barwell Rd, Raleigh, NC",https://raleighnc.gov/places/barwell-road-park,919-329-5994,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,35.73047898,-78.55148342,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2059136.38739222,687822.478549808,64,Bass Lake Park - Bass Lake Rd Entrance,Bass Lake Park,Bass Lake Rd Entrance,,,Town of Holly Springs,"900 Bass Lake Rd., Holly Springs, NC","900 Bass Lake Rd., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=320,(919) 557-9600,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,35.641441,-78.80134,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2058235.69726448,689106.187268481,65,Bass Lake Park - Bass Lake Rd Entrance,Bass Lake Park,Bass Lake Rd Entrance,,,Town of Holly Springs,"900 Bass Lake Rd., Holly Springs, NC","900 Bass Lake Rd., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=320,(919) 557-9600,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,35.641441,-78.80134,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2056686.16886747,687835.182264566,66,Bass Lake Park - Greenway Entrance,Bass Lake Park,Greenway Entrance,,,Town of Holly Springs,"900 Bass Lake Rd., Holly Springs, NC","900 Bass Lake Rd., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=320,(919) 557-9600,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,35.641441,-78.80134,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2056983.06295872,685883.01458098,67,Bass Lake Park - Greenway Entrance,Bass Lake Park,Greenway Entrance,,,Town of Holly Springs,"900 Bass Lake Rd., Holly Springs, NC","900 Bass Lake Rd., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=320,(919) 557-9600,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,35.641441,-78.80134,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2131542.74979705,776547.313238889,68,Berkshire Downs West Park - Mcguire Dr Entrance,Berkshire Downs West Park,Mcguire Dr Entrance,,,City of Raleigh,"8105 McGuire Dr, Raleigh, NC","8105 McGuire Dr, Raleigh, NC",https://raleighnc.gov/places/berkshire-downs-west-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.88205708,-78.55643335,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2110496.82338506,726016.161020562,69,Biltmore Hills Park - Crown Crossing Ln Entrance,Biltmore Hills Park,Crown Crossing Ln Entrance,,,City of Raleigh,"2615 Fitzgerald Dr, Raleigh, NC","2615 Fitzgerald Dr, Raleigh, NC",https://raleighnc.gov/places/biltmore-hills-park,919-831-6895,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,35.74594733,-78.62702618,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2110350.50248347,727528.667181894,70,Biltmore Hills Park - Fitzgerald Dr Entrance,Biltmore Hills Park,Fitzgerald Dr Entrance,,,City of Raleigh,"2615 Fitzgerald Dr, Raleigh, NC","2615 Fitzgerald Dr, Raleigh, NC",https://raleighnc.gov/places/biltmore-hills-park,919-831-6895,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,35.74594733,-78.62702618,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2062118.33090338,746828.813620895,71,Black Creek Greenway Trailhead - NW Maynard Rd Entrance,Black Creek Greenway Trailhead,NW Maynard Rd Entrance,,,Town of Cary,"2055 NW Maynard Road, Cary, NC","2055 NW Maynard Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/greenways/black-creek-greenway,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.801406,-78.791817,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2102281.55274214,808825.020336896,72,Blue Jay Point County Park - Pedestrian Entrance,Blue Jay Point County Park,Pedestrian Entrance,,,Wake County,"3200 Pleasant Union Church Road, Raleigh, NC 27614","3200 Pleasant Union Church Road, Raleigh, NC 27614",https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/blue-jay-point-county-park,919-870-4330,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.968917,-78.64275,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,
2105047.00160755,804612.075022638,73,Blue Jay Point County Park - Pedestrian Entrance,Blue Jay Point County Park,Pedestrian Entrance,,,Wake County,"3200 Pleasant Union Church Road, Raleigh, NC 27614","3200 Pleasant Union Church Road, Raleigh, NC 27614",https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/blue-jay-point-county-park,919-870-4330,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.968917,-78.64275,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,
2105185.33663271,807300.101470724,74,Blue Jay Point County Park - Pleasant Union Church Rd Entrance,Blue Jay Point County Park,Pleasant Union Church Rd Entrance,,,Wake County,"3200 Pleasant Union Church Road, Raleigh, NC 27614","3200 Pleasant Union Church Road, Raleigh, NC 27614",https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/blue-jay-point-county-park,919-870-4330,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.968917,-78.64275,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,
2108002.65645738,733882.873305485,75,Bragg Street Park - Bragg St Entrance,Bragg Street Park,Bragg St Entrance,,,City of Raleigh,"1116 South Person St, Raleigh, NC","1116 South Person St, Raleigh, NC",https://raleighnc.gov/places/bragg-street-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.76595932,-78.63593109,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2118386.24986339,756713.687551901,76,Brentwood Park - Brentwood Rd Entrance,Brentwood Park,Brentwood Rd Entrance,,,City of Raleigh,"3315 Vinson Ct, Raleigh, NC","3315 Vinson Ct, Raleigh, NC",https://raleighnc.gov/places/brentwood-park,919-872-41040,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.82849982,-78.59954789,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2119160.29457514,757022.401173308,77,Brentwood Park - Greenway Entrance,Brentwood Park,Greenway Entrance,,,City of Raleigh,"3315 Vinson Ct, Raleigh, NC","3315 Vinson Ct, Raleigh, NC",https://raleighnc.gov/places/brentwood-park,919-872-41040,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.82849982,-78.59954789,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2119438.3793208,756217.141300887,78,Brentwood Park - Greenway Entrance,Brentwood Park,Greenway Entrance,,,City of Raleigh,"3315 Vinson Ct, Raleigh, NC","3315 Vinson Ct, Raleigh, NC",https://raleighnc.gov/places/brentwood-park,919-872-41040,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.82849982,-78.59954789,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2118919.89709005,757576.877098471,79,Brentwood Park - Greenway Entrance,Brentwood Park,Greenway Entrance,,,City of Raleigh,"3315 Vinson Ct, Raleigh, NC","3315 Vinson Ct, Raleigh, NC",https://raleighnc.gov/places/brentwood-park,919-872-41040,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.82849982,-78.59954789,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2057473.64006156,782539.22612381,80,Brier Creek Park - Bruckhaus St Entrance,Brier Creek Park,Bruckhaus St Entrance,,,City of Raleigh,"10810 Globe Rd, Raleigh, NC","10810 Globe Rd, Raleigh, NC",https://raleighnc.gov/places/brier-creek-park,919-420-2340,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.90052683,-78.8063632,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2057073.44138689,783185.400356397,81,Brier Creek Park - Pedestrian Entrance,Brier Creek Park,Pedestrian Entrance,,,City of Raleigh,"10810 Globe Rd, Raleigh, NC","10810 Globe Rd, Raleigh, NC",https://raleighnc.gov/places/brier-creek-park,919-420-2340,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.90052683,-78.8063632,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2092840.67234573,765228.021573067,82,Brookhaven Nature Park - Berkeley St Entrance,Brookhaven Nature Park,Berkeley St Entrance,,,City of Raleigh,"5125 Berkeley St, Raleigh, NC","5125 Berkeley St, Raleigh, NC",https://raleighnc.gov/places/brookhaven-nature-park,919-831-6856,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.85387963,-78.68623034,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2093537.82777555,766243.271182984,83,Brookhaven Nature Park - Pedestrian Entrance,Brookhaven Nature Park,Pedestrian Entrance,,,City of Raleigh,"5125 Berkeley St, Raleigh, NC","5125 Berkeley St, Raleigh, NC",https://raleighnc.gov/places/brookhaven-nature-park,919-831-6856,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.85387963,-78.68623034,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2093885.6154658,765664.715581566,84,Brookhaven Nature Park - Pedestrian Entrance,Brookhaven Nature Park,Pedestrian Entrance,,,City of Raleigh,"5125 Berkeley St, Raleigh, NC","5125 Berkeley St, Raleigh, NC",https://raleighnc.gov/places/brookhaven-nature-park,919-831-6856,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.85387963,-78.68623034,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2135794.69995455,761282.197443724,85,Buffaloe Road Athletic Park - Buffaloe Rd Entrance,Buffaloe Road Athletic Park,Buffaloe Rd Entrance,Buffaloe Road Aquatic Center,,City of Raleigh,"5900 Buffaloe Rd, Raleigh, NC","5900 Buffaloe Rd, Raleigh, NC",https://raleighnc.gov/places/buffaloe-road-athletic-park,919-831-6836,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,35.83836221,-78.53728226,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2139055.6885113,761047.227441221,86,Buffaloe Road Athletic Park - Greenway Entrance,Buffaloe Road Athletic Park,Greenway Entrance,Buffaloe Road Aquatic Center,,City of Raleigh,"5900 Buffaloe Rd, Raleigh, NC","5900 Buffaloe Rd, Raleigh, NC",https://raleighnc.gov/places/buffaloe-road-athletic-park,919-831-6836,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,35.83836221,-78.53728226,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2138222.9913578,761476.780059814,87,Buffaloe Road Athletic Park - Greenway Entrance,Buffaloe Road Athletic Park,Greenway Entrance,Buffaloe Road Aquatic Center,,City of Raleigh,"5900 Buffaloe Rd, Raleigh, NC","5900 Buffaloe Rd, Raleigh, NC",https://raleighnc.gov/places/buffaloe-road-athletic-park,919-831-6836,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,35.83836221,-78.53728226,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2138936.3107973,761466.893268555,88,Buffaloe Road Athletic Park - Greenway Entrance,Buffaloe Road Athletic Park,Greenway Entrance,Buffaloe Road Aquatic Center,,City of Raleigh,"5900 Buffaloe Rd, Raleigh, NC","5900 Buffaloe Rd, Raleigh, NC",https://raleighnc.gov/places/buffaloe-road-athletic-park,919-831-6836,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,35.83836221,-78.53728226,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2136469.62248921,761501.779025555,89,Buffaloe Road Athletic Park - Pedestrian Entrance,Buffaloe Road Athletic Park,Pedestrian Entrance,Buffaloe Road Aquatic Center,,City of Raleigh,"5900 Buffaloe Rd, Raleigh, NC","5900 Buffaloe Rd, Raleigh, NC",https://raleighnc.gov/places/buffaloe-road-athletic-park,919-831-6836,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,35.83836221,-78.53728226,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2138882.4998813,763731.187952563,90,Buffaloe Road Canoe Launch - Elizabeth Dr Entrance,Buffaloe Road Canoe Launch,Elizabeth Dr Entrance,,,City of Raleigh,"4901 Elizabeth Dr, Raleigh, NC","4901 Elizabeth Dr, Raleigh, NC",https://raleighnc.gov/river-access,919-831-6610,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.84766736,-78.53086384,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2139037.64884922,763439.173772812,91,Buffaloe Road Canoe Launch - Greenway Entrance,Buffaloe Road Canoe Launch,Greenway Entrance,,,City of Raleigh,"4901 Elizabeth Dr, Raleigh, NC","4901 Elizabeth Dr, Raleigh, NC",https://raleighnc.gov/river-access,919-831-6610,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.84766736,-78.53086384,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2139156.6331913,763939.72953023,92,Buffaloe Road Canoe Launch - Greenway Entrance,Buffaloe Road Canoe Launch,Greenway Entrance,,,City of Raleigh,"4901 Elizabeth Dr, Raleigh, NC","4901 Elizabeth Dr, Raleigh, NC",https://raleighnc.gov/river-access,919-831-6610,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.84766736,-78.53086384,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2042996.32288764,720945.572736561,93,C C Jones Park - Holleman St Entrance,C C Jones Park,Holleman St Entrance,,,Privately Owned,"309 Holleman St, Apex, NC",,http://ccjones.org/index.html,919-362-5634,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,
2042616.45291246,720777.635080308,94,C C Jones Park - Pedestrian Entrance,C C Jones Park,Pedestrian Entrance,,,Privately Owned,"309 Holleman St, Apex, NC",,http://ccjones.org/index.html,919-362-5634,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No,
2043313.9292078,720769.887064308,95,C C Jones Park - Pedestrian Entrance,C C Jones Park,Pedestrian Entrance,,,Privately Owned,"309 Holleman St, Apex, NC",,http://ccjones.org/index.html,919-362-5634,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No,
2042717.01275072,720948.413282067,96,C C Jones Park - Upchurch St Entrance,C C Jones Park,Upchurch St Entrance,,,Privately Owned,"309 Holleman St, Apex, NC",,http://ccjones.org/index.html,919-362-5634,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,
2102339.5001328,740595.375300393,97,Cameron Park - E Park Dr Entrance,Cameron Park,E Park Dr Entrance,,,City of Raleigh,220 W Park Dr,,,919-996-3285,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,Yes,No,
2103184.91904564,741446.477272734,98,Cameron Park - Park Dr Entrance,Cameron Park,Park Dr Entrance,,,City of Raleigh,220 W Park Dr,,,919-996-3285,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,Yes,No,
2124862.15882756,778867.484123483,99,Campbell Lodge - Spottswood St Entrance,Campbell Lodge,Spottswood St Entrance,,,City of Raleigh,"3237 Spottswood St, Raleigh, NC","3237 Spottswood St, Raleigh, NC",https://raleighnc.gov/places/durant-nature-preserve,919-870-2871,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,35.89100478,-78.5772856699999,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2124430.88311531,797341.240482971,100,Canoe Launch at Falls Lake - Greenway Entrance,Canoe Launch at Falls Lake,Greenway Entrance,,,City of Raleigh,"12028 Falls of Neuse Rd, Raleigh, NC","12028 Falls of Neuse Rd, Raleigh, NC",https://raleighnc.gov/river-access,919-831-6610,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.93974501,-78.57722699,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2125836.78745572,796963.461382896,101,Canoe Launch at Falls Lake - Greenway Entrance,Canoe Launch at Falls Lake,Greenway Entrance,,,City of Raleigh,"12028 Falls of Neuse Rd, Raleigh, NC","12028 Falls of Neuse Rd, Raleigh, NC",https://raleighnc.gov/river-access,919-831-6610,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.93974501,-78.57722699,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2124642.58577588,797014.773944303,102,Canoe Launch at Falls Lake - Old Falls of Neuse Rd Entrance,Canoe Launch at Falls Lake,Old Falls of Neuse Rd Entrance,,,City of Raleigh,"12028 Falls of Neuse Rd, Raleigh, NC","12028 Falls of Neuse Rd, Raleigh, NC",https://raleighnc.gov/river-access,919-831-6610,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.93974501,-78.57722699,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
